,target,eventid,car_number,stageid,firststage,pit_in_caution,start_position,start_rank,start_rank_ratio,top_pack,bottom_pack,average_rank,average_rank_all,change_in_rank,change_in_rank_all,rate_of_change,rate_of_change_all
0,0,0,1,0,0,0,7,7,0.30434782608695654,0,0,7.0,7.0,0,0.0,0,0.0
1,-5,0,1,1,1,1,7,7,0.30434782608695654,0,0,7.0256410256410255,7.0256410256410255,0,0.0,0,0.0
2,3,0,1,2,1,0,7,2,0.08695652173913043,1,0,2.3289473684210527,3.9217391304347826,-5,-2.5,0,0.0
3,-4,0,1,3,1,0,7,5,0.21739130434782608,1,0,5.7368421052631575,4.523255813953488,3,-0.6666666666666666,8,1.5
4,0,0,1,4,1,1,7,1,0.043478260869565216,1,0,3.0714285714285716,4.166666666666667,-4,-1.5,-7,-1.3333333333333333
5,-1,0,4,0,0,0,16,16,0.6956521739130435,0,0,16.0,16.0,0,0.0,0,0.0
6,-3,0,4,1,1,1,16,15,0.6521739130434783,0,0,15.025641025641026,15.025641025641026,-1,-1.0,0,0.0
7,3,0,4,2,1,1,16,12,0.5217391304347826,0,0,14.5,14.976744186046512,-3,-2.0,0,0.0
8,7,0,4,3,1,0,16,15,0.6521739130434783,0,0,16.887323943661972,16.166666666666668,3,-0.3333333333333333,6,2.0
9,-1,0,4,4,1,0,16,22,0.9565217391304348,0,1,10.6,15.932773109243698,7,1.5,4,2.6666666666666665
10,-1,0,4,5,1,0,16,21,0.9130434782608695,0,1,21.660377358490567,17.697674418604652,-1,1.0,-8,0.0
11,-1,0,4,6,1,1,16,20,0.8695652173913043,0,1,20.041666666666668,18.20909090909091,-1,0.6666666666666666,0,0.0
12,3,0,5,0,0,0,5,5,0.21739130434782608,1,0,5.0,5.0,0,0.0,0,0.0
13,-3,0,5,1,1,1,5,8,0.34782608695652173,0,0,7.897435897435898,7.897435897435898,3,3.0,0,0.0
14,-3,0,5,2,1,0,5,5,0.21739130434782608,1,0,5.112676056338028,6.1,-3,0.0,0,0.0
15,4,0,5,3,1,0,5,2,0.08695652173913043,1,0,3.0476190476190474,4.988439306358382,-3,-1.0,0,-3.0
16,-1,0,6,0,0,0,6,6,0.2608695652173913,0,0,6.0,6.0,0,0.0,0,0.0
17,-2,0,6,1,1,1,6,5,0.21739130434782608,1,0,5.0256410256410255,5.0256410256410255,-1,-1.0,0,0.0
18,-2,0,6,2,1,0,6,3,0.13043478260869565,1,0,3.138888888888889,3.8018018018018016,-2,-1.5,0,0.0
19,1,0,6,3,1,0,6,1,0.043478260869565216,1,0,2.8253968253968256,3.4482758620689653,-2,-1.6666666666666667,0,-0.5
20,1,0,9,0,0,0,17,17,0.7391304347826086,0,0,17.0,17.0,0,0.0,0,0.0
21,-8,0,9,1,1,1,17,18,0.782608695652174,0,1,17.974358974358974,17.974358974358974,1,1.0,0,0.0
22,-3,0,9,2,1,0,17,10,0.43478260869565216,0,0,11.301369863013699,13.625,-8,-3.5,0,0.0
23,-2,0,9,3,1,0,17,7,0.30434782608695654,0,0,8.62295081967213,11.861271676300579,-3,-3.3333333333333335,5,-2.0
24,-1,0,9,4,1,1,17,5,0.21739130434782608,1,0,6.5636363636363635,10.583333333333334,-2,-3.0,1,-1.0
25,-1,0,10,0,0,0,11,11,0.4782608695652174,0,0,11.0,11.0,0,0.0,0,0.0
26,-5,0,10,1,1,1,11,10,0.43478260869565216,0,0,10.051282051282051,10.051282051282051,-1,-1.0,0,0.0
27,-1,0,10,2,1,0,11,5,0.21739130434782608,1,0,6.162162162162162,7.504424778761062,-5,-3.0,0,0.0
28,15,0,10,3,1,0,11,4,0.17391304347826086,1,0,4.758620689655173,6.573099415204679,-1,-2.3333333333333335,4,0.0
29,1,0,12,0,0,0,3,3,0.13043478260869565,1,0,3.0,3.0,0,0.0,0,0.0
30,-3,0,12,1,1,1,3,4,0.17391304347826086,1,0,3.948717948717949,3.948717948717949,1,1.0,0,0.0
31,4,0,12,2,1,0,3,1,0.043478260869565216,1,0,1.1851851851851851,2.0833333333333335,-3,-1.0,0,0.0
32,0,0,12,3,1,0,3,5,0.21739130434782608,1,0,4.586206896551724,2.5704697986577183,4,0.6666666666666666,7,1.5
33,17,0,12,4,1,0,3,5,0.21739130434782608,1,0,5.0,2.5866666666666664,0,0.5,-4,-0.3333333333333333
34,0,0,14,0,0,0,9,9,0.391304347826087,0,0,9.0,9.0,0,0.0,0,0.0
35,-5,0,14,1,1,1,9,9,0.391304347826087,0,0,9.0,9.0,0,0.0,0,0.0
36,4,0,14,2,1,0,9,4,0.17391304347826086,1,0,7.078947368421052,7.730434782608696,-5,-2.5,0,0.0
37,0,0,14,3,1,0,9,8,0.34782608695652173,0,0,8.741379310344827,8.06936416184971,4,-0.3333333333333333,9,2.0
38,0,0,14,4,1,1,9,8,0.34782608695652173,0,0,8.763636363636364,8.236842105263158,0,-0.25,-4,0.0
39,1,0,15,0,0,0,12,12,0.5217391304347826,0,0,12.0,12.0,0,0.0,0,0.0
40,-12,0,15,1,1,1,12,13,0.5652173913043478,0,0,12.974358974358974,12.974358974358974,1,1.0,0,0.0
41,1,0,15,2,1,0,12,1,0.043478260869565216,1,0,7.764705882352941,9.403225806451612,-12,-5.5,0,0.0
42,9,0,15,3,1,0,12,2,0.08695652173913043,1,0,8.466666666666667,9.097826086956522,1,-3.3333333333333335,13,0.0
43,-2,0,15,4,1,1,12,11,0.4782608695652174,0,0,10.227272727272727,9.31578947368421,9,-0.25,8,2.6666666666666665
44,0,0,18,0,0,0,1,1,0.043478260869565216,1,0,1.0,1.0,0,0.0,0,0.0
45,12,0,18,1,1,1,1,1,0.043478260869565216,1,0,1.0,1.0,0,0.0,0,0.0
46,-4,0,18,2,1,0,1,13,0.5652173913043478,0,0,6.333333333333333,2.0,12,6.0,0,0.0
47,-8,0,18,3,1,0,1,9,0.391304347826087,0,0,20.233766233766232,13.232,-4,2.6666666666666665,-16,-2.0
48,11,0,18,4,1,0,1,1,0.043478260869565216,1,0,12.558441558441558,12.975247524752476,-8,0.0,-4,-2.6666666666666665
49,1,0,18,5,1,1,1,12,0.5217391304347826,0,0,12.212121212121213,12.86808510638298,11,2.2,19,2.75
50,3,0,19,0,0,0,10,10,0.43478260869565216,0,0,10.0,10.0,0,0.0,0,0.0
51,-2,0,20,0,0,0,18,18,0.782608695652174,0,1,18.0,18.0,0,0.0,0,0.0
52,-6,0,20,1,1,1,18,16,0.6956521739130435,0,0,16.102564102564102,16.102564102564102,-2,-2.0,0,0.0
53,-6,0,20,2,1,0,18,10,0.43478260869565216,0,0,10.450704225352112,12.454545454545455,-6,-4.0,0,0.0
54,5,0,20,3,1,0,18,4,0.17391304347826086,1,0,8.075757575757576,10.8125,-6,-4.666666666666667,0,-2.0
55,-2,0,20,4,1,1,18,9,0.391304347826087,0,0,8.903846153846153,10.37719298245614,5,-2.25,11,2.3333333333333335
56,6,0,21,0,0,0,15,15,0.6521739130434783,0,0,15.0,15.0,0,0.0,0,0.0
57,-4,0,21,1,1,1,15,21,0.9130434782608695,0,1,20.512820512820515,20.512820512820515,6,6.0,0,0.0
58,0,0,21,2,1,0,15,17,0.7391304347826086,0,0,18.16216216216216,18.97345132743363,-4,1.0,0,0.0
59,-1,0,21,3,1,0,15,17,0.7391304347826086,0,0,16.483870967741936,18.091428571428573,0,0.6666666666666666,4,-3.0
60,0,0,21,4,1,1,15,16,0.6956521739130435,0,0,16.894736842105264,17.79741379310345,-1,0.25,-1,-2.3333333333333335
61,-2,0,21,5,1,1,15,16,0.6956521739130435,0,0,16.0,17.77446808510638,0,0.2,1,-1.5
62,0,0,22,0,0,0,2,2,0.08695652173913043,1,0,2.0,2.0,0,0.0,0,0.0
63,2,0,22,1,1,1,2,2,0.08695652173913043,1,0,2.0,2.0,0,0.0,0,0.0
64,-2,0,22,2,1,0,2,4,0.17391304347826086,1,0,11.05,8.084033613445378,2,1.0,0,0.0
65,10,0,22,3,1,0,2,2,0.08695652173913043,1,0,9.26984126984127,8.494505494505495,-2,0.0,-4,-1.0
66,-2,0,22,4,1,1,2,12,0.5217391304347826,0,0,11.304347826086957,9.06140350877193,10,2.5,12,3.3333333333333335
67,-1,0,23,0,0,0,22,22,0.9565217391304348,0,1,22.0,22.0,0,0.0,0,0.0
68,-2,0,23,1,1,1,22,21,0.9130434782608695,0,1,22.023255813953487,22.023255813953487,-1,-1.0,0,0.0
69,-1,0,23,2,1,0,22,19,0.8260869565217391,0,1,19.28985507246377,20.339285714285715,-2,-1.5,0,0.0
70,0,0,23,3,1,0,22,18,0.782608695652174,0,1,18.147540983606557,19.566473988439306,-1,-1.3333333333333333,1,0.0
71,-1,0,23,4,1,1,22,18,0.782608695652174,0,1,18.20754716981132,19.24778761061947,0,-1.0,1,0.3333333333333333
72,0,0,23,5,1,1,22,17,0.7391304347826086,0,0,17.375,19.183760683760685,-1,-1.0,-1,0.0
73,-3,0,26,0,0,0,23,23,1.0,0,1,23.0,23.0,0,0.0,0,0.0
74,-7,0,26,1,1,1,23,20,0.8695652173913043,0,1,20.641025641025642,20.641025641025642,-3,-3.0,0,0.0
75,1,0,26,2,1,0,23,13,0.5652173913043478,0,0,14.554054054054054,16.654867256637168,-7,-5.0,0,0.0
76,-1,0,26,3,1,0,23,14,0.6086956521739131,0,0,13.80327868852459,15.655172413793103,1,-3.0,8,2.0
77,3,0,26,4,1,1,23,13,0.5652173913043478,0,0,14.612903225806452,15.38135593220339,-1,-2.5,-2,0.6666666666666666
78,-1,0,27,0,0,0,4,4,0.17391304347826086,1,0,4.0,4.0,0,0.0,0,0.0
79,16,0,27,1,1,1,4,3,0.13043478260869565,1,0,3.051282051282051,3.051282051282051,-1,-1.0,0,0.0
80,-5,0,27,2,1,0,4,19,0.8260869565217391,0,1,11.0,4.673469387755102,16,7.5,0,0.0
81,-11,0,27,3,1,0,4,14,0.6086956521739131,0,0,20.73134328358209,13.948275862068966,-5,3.3333333333333335,-21,-2.0
82,0,0,27,4,1,0,4,3,0.13043478260869565,1,0,13.926470588235293,13.940217391304348,-11,-0.25,-6,-3.3333333333333335
83,-2,0,28,0,0,0,8,8,0.34782608695652173,0,0,8.0,8.0,0,0.0,0,0.0
84,-2,0,28,1,1,1,8,6,0.2608695652173913,0,0,6.051282051282051,6.051282051282051,-2,-2.0,0,0.0
85,-3,0,28,2,1,0,8,4,0.17391304347826086,1,0,4.3478260869565215,4.962962962962963,-2,-2.0,0,0.0
86,6,0,28,3,1,0,8,1,0.043478260869565216,1,0,4.802816901408451,4.899441340782123,-3,-2.3333333333333335,-1,-0.5
87,-2,0,28,4,1,1,8,7,0.30434782608695654,0,0,6.673469387755102,5.280701754385965,6,-0.25,9,2.6666666666666665
88,1,0,30,0,0,0,13,13,0.5652173913043478,0,0,13.0,13.0,0,0.0,0,0.0
89,-11,0,30,1,1,1,13,14,0.6086956521739131,0,0,13.974358974358974,13.974358974358974,1,1.0,0,0.0
90,7,0,30,2,1,0,13,3,0.13043478260869565,1,0,8.80722891566265,10.459016393442623,-11,-5.0,0,0.0
91,0,0,30,3,1,0,13,10,0.43478260869565216,0,0,10.49056603773585,10.468571428571428,7,-1.0,18,3.0
92,1,0,30,4,1,1,13,10,0.43478260869565216,0,0,10.377358490566039,10.447368421052632,0,-0.75,-7,-0.3333333333333333
93,-2,0,32,0,0,0,14,14,0.6086956521739131,0,0,14.0,14.0,0,0.0,0,0.0
94,3,0,32,1,1,1,14,12,0.5217391304347826,0,0,12.051282051282051,12.051282051282051,-2,-2.0,0,0.0
95,4,0,32,2,1,0,14,15,0.6521739130434783,0,0,14.902777777777779,13.9009009009009,3,0.5,0,0.0
96,2,0,32,3,1,0,14,19,0.8260869565217391,0,1,19.338983050847457,15.788235294117648,4,1.6666666666666667,1,3.0
97,1,0,59,0,0,0,21,21,0.9130434782608695,0,1,21.0,21.0,0,0.0,0,0.0
98,-3,0,59,1,1,1,21,22,0.9565217391304348,0,1,22.627906976744185,22.627906976744185,1,1.0,0,0.0
99,-3,0,59,2,1,0,21,19,0.8260869565217391,0,1,20.257142857142856,21.15929203539823,-3,-1.0,0,0.0
100,3,0,59,3,1,0,21,16,0.6956521739130435,0,0,19.97142857142857,20.704918032786885,-3,-1.6666666666666667,0,-2.0
101,-1,0,59,4,1,1,21,19,0.8260869565217391,0,1,18.69047619047619,20.32888888888889,3,-0.5,6,0.6666666666666666
102,0,0,59,5,1,1,21,18,0.782608695652174,0,1,18.5,20.266094420600858,-1,-0.6,-4,-0.5
103,0,0,88,0,0,0,19,19,0.8260869565217391,0,1,19.0,19.0,0,0.0,0,0.0
104,-2,0,88,1,1,1,19,19,0.8260869565217391,0,1,19.0,19.0,0,0.0,0,0.0
105,-2,0,88,2,1,0,19,17,0.7391304347826086,0,0,16.6056338028169,17.454545454545453,-2,-1.0,0,0.0
106,-1,0,88,3,1,0,19,15,0.6521739130434783,0,0,15.615384615384615,16.771428571428572,-2,-1.3333333333333333,0,-1.0
107,1,0,88,4,1,1,19,14,0.6086956521739131,0,0,15.733333333333333,16.506382978723405,-1,-1.25,1,-0.3333333333333333
108,-3,0,98,0,0,0,20,20,0.8695652173913043,0,1,20.0,20.0,0,0.0,0,0.0
109,-5,0,98,1,1,1,20,17,0.7391304347826086,0,0,17.025641025641026,17.025641025641026,-3,-3.0,0,0.0
110,-1,0,98,2,1,0,20,12,0.5217391304347826,0,0,13.324324324324325,14.601769911504425,-5,-4.0,0,0.0
111,3,0,98,3,1,0,20,11,0.4782608695652174,0,0,12.78125,13.943502824858758,-1,-3.0,4,1.0
112,1,0,98,4,1,1,20,14,0.6086956521739131,0,0,13.0,13.73568281938326,3,-1.5,4,2.0
113,-3,0,98,5,1,1,20,15,0.6521739130434783,0,0,14.25,13.753191489361702,1,-1.0,-2,1.0
0,0,1,1,0,0,0,4,4,0.12121212121212122,1,0,4.0,4.0,0,0.0,0,0.0
1,-1,1,1,1,1,0,4,4,0.12121212121212122,1,0,4.0,4.0,0,0.0,0,0.0
2,0,1,1,2,1,1,4,3,0.09090909090909091,1,0,3.611111111111111,3.847826086956522,-1,-0.5,0,0.0
3,0,1,1,3,1,1,4,3,0.09090909090909091,1,0,3.55,3.757575757575758,0,-0.3333333333333333,1,0.0
4,-1,1,1,4,1,0,4,3,0.09090909090909091,1,0,15.612903225806452,7.546391752577319,0,-0.25,0,0.0
5,6,1,1,5,1,0,4,2,0.06060606060606061,1,0,13.235294117647058,9.022900763358779,-1,-0.4,-1,-0.25
6,0,1,1,6,1,0,4,8,0.24242424242424243,0,0,10.371428571428572,9.30722891566265,6,0.6666666666666666,7,1.2
7,0,1,3,0,0,0,8,8,0.24242424242424243,0,0,8.0,8.0,0,0.0,0,0.0
8,-3,1,3,1,1,0,8,8,0.24242424242424243,0,0,8.0,8.0,0,0.0,0,0.0
9,-1,1,3,2,1,1,8,5,0.15151515151515152,1,0,7.473684210526316,7.782608695652174,-3,-1.5,0,0.0
10,1,1,3,3,1,0,8,4,0.12121212121212122,1,0,5.954545454545454,6.888888888888889,-1,-1.3333333333333333,2,-0.5
11,0,1,3,4,1,0,8,5,0.15151515151515152,1,0,7.235294117647059,6.983870967741935,1,-0.75,2,0.3333333333333333
12,21,1,3,5,1,1,8,5,0.15151515151515152,1,0,9.444444444444445,7.295774647887324,0,-0.6,-1,0.0
13,1,1,4,0,0,0,11,11,0.3333333333333333,0,0,11.0,11.0,0,0.0,0,0.0
14,2,1,4,1,1,0,11,12,0.36363636363636365,0,0,13.0,13.0,1,1.0,0,0.0
15,-1,1,4,2,1,1,11,14,0.42424242424242425,0,0,12.411764705882353,12.782608695652174,2,1.5,0,0.0
16,-3,1,4,3,1,0,11,13,0.3939393939393939,0,0,14.162790697674419,13.44943820224719,-1,0.6666666666666666,-3,-1.0
17,3,1,4,4,1,0,11,10,0.30303030303030304,0,0,14.117647058823529,13.634146341463415,-3,-0.25,-2,-1.3333333333333333
