,target,eventid,car_number,stageid,firststage,pit_in_caution,start_position,start_rank,start_rank_ratio,top_pack,bottom_pack,average_rank,average_rank_all,change_in_rank,change_in_rank_all,rate_of_change,rate_of_change_all,prev_nb0_change_in_rank,prev_nb1_change_in_rank,prev_nb2_change_in_rank,follow_nb0_change_in_rank,follow_nb1_change_in_rank,follow_nb2_change_in_rank
377,0,2,15,0,0,0,20,20,0.625,0,0,20.0,20.0,0,0.0,0,0.0,0,0,0,0,0,0
378,-17,2,15,1,1,1,20,20,0.625,0,0,19.0,19.0,0,0.0,0,0.0,0,0,-1,8,0,0
379,1,2,15,2,1,0,20,3,0.09375,1,0,14.548387096774194,14.880597014925373,-17,-8.5,0,0.0,-10,-7,0,-2,-16,-11
380,3,2,15,3,1,0,20,4,0.125,1,0,10.649122807017545,12.935483870967742,1,-5.333333333333333,18,0.5,-2,1,-1,-16,-5,2
381,-1,2,15,4,1,1,20,7,0.21875,0,0,9.074074074074074,11.764044943820224,3,-3.25,2,1.0,1,0,-1,-3,4,6
382,0,2,15,5,1,1,20,6,0.1875,0,0,6.962962962962963,11.13170731707317,-1,-2.8,-4,-0.25,1,1,1,0,3,6
383,5,2,18,0,0,0,5,5,0.15625,1,0,5.0,5.0,0,0.0,0,0.0,0,0,0,0,0,0
384,-3,2,18,1,1,0,5,10,0.3125,0,0,8.875,8.875,5,5.0,0,0.0,0,0,0,0,0,0
385,-3,2,18,2,1,0,5,7,0.21875,0,0,11.11111111111111,10.058823529411764,-3,1.0,0,0.0,-4,2,-7,-1,-10,-1
386,8,2,18,3,1,0,5,4,0.125,1,0,8.033333333333333,9.308641975308642,-3,-0.3333333333333333,0,-4.0,-1,1,-5,2,-2,-1
387,-2,2,18,4,1,1,5,12,0.375,0,0,10.066666666666666,9.372881355932204,8,1.75,11,1.0,3,6,0,2,6,-1
388,-2,2,18,5,1,1,5,10,0.3125,0,0,11.78125,9.741626794258373,-2,1.0,-10,-1.75,-1,-3,-2,-2,-2,-2
389,-8,2,19,0,0,0,21,21,0.65625,0,0,21.0,21.0,0,0.0,0,0.0,0,0,0,0,0,0
390,-2,2,19,1,1,0,21,13,0.40625,0,0,17.0,17.0,-8,-8.0,0,0.0,0,0,-1,0,-1,8
391,-3,2,19,2,1,0,21,11,0.34375,0,0,14.614035087719298,15.837606837606838,-2,-5.0,0,0.0,-4,-17,-10,-16,-11,2
392,0,2,19,3,1,1,21,8,0.25,0,0,11.62295081967213,14.393258426966293,-3,-4.333333333333333,-1,2.5,3,1,0,4,6,3
393,2,2,19,4,1,1,21,8,0.25,0,0,8.173913043478262,13.681592039800995,0,-3.25,3,2.6666666666666665,3,1,0,0,3,6
394,0,2,20,0,0,0,14,14,0.4375,0,0,14.0,14.0,0,0.0,0,0.0,0,0,0,0,0,0
395,-4,2,20,1,1,0,14,14,0.4375,0,0,15.03448275862069,15.03448275862069,0,0.0,0,0.0,0,0,-1,0,-1,8
396,1,2,20,2,1,0,14,10,0.3125,0,0,13.666666666666666,14.356521739130434,-4,-2.0,0,0.0,-17,-10,-4,-8,-16,-11
397,5,2,20,3,1,0,14,11,0.34375,0,0,12.333333333333334,13.844155844155845,1,-1.0,5,0.5,1,0,-1,-2,0,1
398,-1,2,21,0,0,0,18,18,0.5625,0,0,18.0,18.0,0,0.0,0,0.0,0,0,0,0,0,0
399,-11,2,21,1,1,1,18,17,0.53125,0,0,16.2,16.2,-1,-1.0,0,0.0,0,0,0,0,0,0
400,2,2,21,2,1,0,18,6,0.1875,0,0,17.080645161290324,17.01492537313433,-11,-6.0,0,0.0,-16,-2,-17,-8,0,0
401,6,2,21,3,1,0,18,8,0.25,0,0,14.793103448275861,15.984,2,-3.3333333333333335,13,1.5,2,-5,0,-3,2,0
402,-2,2,21,4,1,1,18,14,0.4375,0,0,14.784313725490197,15.636363636363637,6,-1.0,4,2.3333333333333335,2,-3,-1,-1,12,-1
403,-1,2,21,5,1,1,18,12,0.375,0,0,13.84375,15.360576923076923,-2,-1.2,-8,-0.25,-2,8,6,-2,-2,-1
404,0,2,22,0,0,0,2,2,0.0625,1,0,2.0,2.0,0,0.0,0,0.0,0,0,0,0,0,0
405,2,2,22,1,1,0,2,2,0.0625,1,0,2.4915254237288136,2.4915254237288136,0,0.0,0,0.0,0,0,0,0,0,2
406,0,2,22,2,1,0,2,4,0.125,1,0,2.5357142857142856,2.5130434782608697,2,1.0,0,0.0,-7,0,-2,0,-1,-4
407,-2,2,22,3,1,1,2,4,0.125,1,0,6.086206896551724,3.7109826589595376,0,0.6666666666666666,-2,0.0,0,0,-1,0,0,1
408,0,2,22,4,1,1,2,2,0.0625,1,0,2.5625,3.5317073170731708,-2,0.0,-2,-0.6666666666666666,0,0,0,1,1,1
409,-1,2,23,0,0,0,12,12,0.375,0,0,12.0,12.0,0,0.0,0,0.0,0,0,0,0,0,0
410,-2,2,23,1,1,0,12,11,0.34375,0,0,12.339285714285714,12.339285714285714,-1,-1.0,0,0.0,0,0,0,0,0,0
411,2,2,23,2,1,0,12,9,0.28125,0,0,12.796296296296296,12.563636363636364,-2,-1.5,0,0.0,-10,-4,-1,-17,0,-8
412,2,2,23,3,1,0,12,11,0.34375,0,0,14.210526315789474,12.806201550387597,2,-0.3333333333333333,4,1.5,0,-1,0,-2,1,-4
413,-2,2,23,4,1,1,12,13,0.40625,0,0,14.297872340425531,13.204545454545455,2,0.25,0,1.0,-3,-1,1,6,-1,12
414,-1,2,23,5,1,1,12,11,0.34375,0,0,12.84375,13.149038461538462,-2,-0.2,-4,-0.25,8,6,3,-2,-2,-2
415,0,2,25,0,0,0,4,4,0.125,1,0,4.0,4.0,0,0.0,0,0.0,0,0,0,0,0,0
416,-11,2,26,0,0,0,16,16,0.5,0,0,16.0,16.0,0,0.0,0,0.0,0,0,0,0,0,0
417,6,2,26,1,1,0,16,5,0.15625,1,0,9.290322580645162,9.290322580645162,-11,-11.0,0,0.0,2,0,0,-4,0,0
418,8,2,26,2,1,0,16,11,0.34375,0,0,10.321428571428571,9.61111111111111,6,-2.5,0,0.0,-1,0,5,-10,-1,-17
419,0,2,26,3,1,0,16,19,0.59375,0,0,19.425925925925927,13.291666666666666,8,1.0,2,9.5,-6,3,2,0,0,0
420,-1,2,26,4,1,1,16,19,0.59375,0,0,19.84,14.2603550295858,0,0.75,-8,3.6666666666666665,0,-6,3,0,0,0
421,0,2,26,5,1,0,16,18,0.5625,0,0,18.157894736842106,14.654255319148936,-1,0.4,-1,2.5,-1,12,-1,0,0,0
422,-2,2,26,6,1,1,16,18,0.5625,0,0,18.0,14.839195979899497,0,0.3333333333333333,1,2.2,-1,12,-1,0,0,0
423,-7,2,27,0,0,0,8,8,0.25,0,0,8.0,8.0,0,0.0,0,0.0,0,0,0,0,0,0
424,1,2,27,1,1,0,8,1,0.03125,1,0,4.0625,4.0625,-7,-7.0,0,0.0,0,0,0,-2,-11,0
425,0,2,27,2,1,0,8,2,0.0625,1,0,4.762711864406779,4.3983739837398375,1,-3.0,0,0.0,-1,0,0,-2,-5,-17
426,1,2,27,3,1,1,8,2,0.0625,1,0,2.52,3.8554913294797686,0,-2.0,-1,3.5,-1,0,0,0,0,0
427,0,2,27,4,1,1,8,3,0.09375,1,0,3.9375,3.868292682926829,1,-1.25,1,2.6666666666666665,-2,0,0,1,1,-1
428,-4,2,28,0,0,0,10,10,0.3125,0,0,10.0,10.0,0,0.0,0,0.0,0,0,0,0,0,0
429,-1,2,28,1,1,0,10,6,0.1875,0,0,7.516666666666667,7.516666666666667,-4,-4.0,0,0.0,0,2,0,0,0,0
430,0,2,28,2,1,0,10,5,0.15625,1,0,7.169491525423729,7.34453781512605,-1,-2.5,0,0.0,-6,-7,-5,-10,-17,2
431,-1,2,28,3,1,1,10,5,0.15625,1,0,7.148148148148148,7.283236994219653,0,-1.6666666666666667,1,2.0,0,0,0,0,1,-2
432,1,2,28,4,1,1,10,4,0.125,1,0,5.0,7.219101123595506,-1,-1.5,-1,1.0,0,0,-1,0,1,3
433,0,2,28,5,1,1,10,5,0.15625,1,0,4.074074074074074,6.804878048780488,1,-1.0,2,1.25,1,1,-2,-1,0,3
434,0,2,30,0,0,0,9,9,0.28125,0,0,9.0,9.0,0,0.0,0,0.0,0,0,0,0,0,0
435,0,2,30,1,1,0,9,9,0.28125,0,0,10.233333333333333,10.233333333333333,0,0.0,0,0.0,0,0,-4,-1,0,0
436,-1,2,30,2,1,0,9,9,0.28125,0,0,9.882352941176471,10.106382978723405,0,0.0,0,0.0,5,-4,-7,-1,-10,-1
437,3,2,30,3,1,0,9,8,0.25,0,0,12.898305084745763,11.183006535947712,-1,-0.3333333333333333,-1,-0.5,-1,-2,2,0,1,-4
438,-3,2,30,4,1,1,9,11,0.34375,0,0,11.583333333333334,11.23728813559322,3,0.5,4,1.0,6,0,-2,8,2,6
439,-1,2,30,5,1,1,9,8,0.25,0,0,10.03125,11.052631578947368,-3,-0.2,-6,-0.75,-2,-1,1,-1,-2,-2
440,5,2,47,0,0,0,5,5,0.15625,1,0,5.0,5.0,0,0.0,0,0.0,0,0,0,0,0,0
441,3,2,55,0,0,0,6,6,0.1875,0,0,6.0,6.0,0,0.0,0,0.0,0,0,0,0,0,0
442,0,2,57,0,0,0,7,7,0.21875,0,0,7.0,7.0,0,0.0,0,0.0,0,0,0,0,0,0
443,-1,2,59,0,0,0,22,22,0.6875,0,0,22.0,22.0,0,0.0,0,0.0,0,0,0,0,0,0
444,-8,2,59,1,1,1,22,21,0.65625,0,0,21.833333333333332,21.833333333333332,-1,-1.0,0,0.0,8,0,0,0,0,0
445,3,2,59,2,1,0,22,13,0.40625,0,0,19.603448275862068,19.8125,-8,-4.5,0,0.0,0,-1,-8,0,0,2
446,-1,2,59,3,1,0,22,16,0.5,0,0,17.49019607843137,18.782608695652176,3,-2.0,11,2.0,-3,2,-11,0,-2,-1
447,-2,2,59,4,1,1,22,15,0.46875,0,0,16.83606557377049,18.107954545454547,-1,-1.75,-4,0.0,6,2,-3,12,-1,0
448,-1,2,59,5,1,1,22,13,0.40625,0,0,14.84375,17.60576923076923,-2,-1.8,-1,-0.25,-2,-2,8,-2,-1,0
449,-3,2,60,0,0,0,8,8,0.25,0,0,8.0,8.0,0,0.0,0,0.0,0,0,0,0,0,0
450,-8,2,68,0,0,0,9,9,0.28125,0,0,9.0,9.0,0,0.0,0,0.0,0,0,0,0,0,0
451,1,2,73,0,0,0,10,10,0.3125,0,0,10.0,10.0,0,0.0,0,0.0,0,0,0,0,0,0
452,-9,2,83,0,0,0,11,11,0.34375,0,0,11.0,11.0,0,0.0,0,0.0,0,0,0,0,0,0
453,0,2,88,0,0,0,17,17,0.53125,0,0,17.0,17.0,0,0.0,0,0.0,0,0,0,0,0,0
454,0,2,88,1,1,0,17,17,0.53125,0,0,15.526315789473685,15.526315789473685,0,0.0,0,0.0,0,0,0,8,-1,-1
455,3,2,88,2,1,0,17,17,0.53125,0,0,17.0,15.6,0,0.0,0,0.0,0,0,0,-1,8,-1
456,-1,2,88,3,1,0,17,20,0.625,0,0,19.79310344827586,17.36231884057971,3,1.0,3,1.5,-8,-8,-10,0,0,0
457,0,2,88,4,1,0,17,19,0.59375,0,0,19.764705882352942,18.155339805825243,-1,0.5,-4,-0.3333333333333333,0,-8,2,6,0,0
458,-1,2,88,5,1,0,17,19,0.59375,0,0,19.0,18.369565217391305,0,0.4,1,0.0,-6,3,2,6,0,0
459,-1,2,88,6,1,1,17,18,0.5625,0,0,19.125,18.511764705882353,-1,0.16666666666666666,-1,-0.2,-6,3,2,0,0,0
460,-2,2,88,7,1,1,17,17,0.53125,0,0,17.0625,18.282178217821784,-1,0.0,0,-0.16666666666666666,12,-1,6,0,0,0
461,-1,2,98,0,0,0,11,11,0.34375,0,0,11.0,11.0,0,0.0,0,0.0,0,0,0,0,0,0
462,-6,2,98,1,1,0,11,10,0.3125,0,0,12.3,12.3,-1,-1.0,0,0.0,0,0,0,0,0,-8
463,12,2,98,2,1,0,11,4,0.125,1,0,9.338983050847459,10.831932773109244,-6,-3.5,0,0.0,-7,-5,-2,-1,-10,-17
464,-2,2,98,3,1,1,11,16,0.5,0,0,16.636363636363637,12.666666666666666,12,1.6666666666666667,18,6.5,3,2,2,-1,0,0
465,0,2,98,4,1,1,11,14,0.4375,0,0,15.96875,13.179611650485437,-2,0.75,-14,-0.3333333333333333,-1,6,2,-1,0,0
466,-1,3,1,0,0,0,2,2,0.09090909090909091,1,0,2.0,2.0,0,0.0,0,0.0,0,0,0,0,0,0
467,0,3,1,1,1,0,2,1,0.045454545454545456,1,0,1.3157894736842106,1.3157894736842106,-1,-1.0,0,0.0,0,0,0,2,-3,-1
468,0,3,1,2,1,1,2,1,0.045454545454545456,1,0,1.0,1.173913043478261,0,-0.5,0,0.0,0,0,0,0,-5,-2
469,1,3,1,3,1,0,2,1,0.045454545454545456,1,0,1.0,1.1090909090909091,0,-0.3333333333333333,0,0.5,0,0,0,-2,1,1
470,2,3,1,4,1,1,2,2,0.09090909090909091,1,0,1.5890410958904109,1.2286689419795223,1,0.0,1,0.6666666666666666,1,0,0,-2,1,-2
471,0,3,4,0,0,0,22,22,1.0,0,1,22.0,22.0,0,0.0,0,0.0,0,0,0,0,0,0
472,0,3,4,1,1,0,22,22,1.0,0,1,22.0,22.0,0,0.0,0,0.0,0,0,0,0,0,0
473,0,3,4,2,1,0,22,22,1.0,0,1,22.0,22.0,0,0.0,0,0.0,0,0,0,0,0,0
474,-9,3,5,0,0,0,11,11,0.5,0,0,11.0,11.0,0,0.0,0,0.0,0,0,0,0,0,0
475,0,3,5,1,1,0,11,2,0.09090909090909091,1,0,4.486111111111111,4.486111111111111,-9,-9.0,0,0.0,0,0,0,0,1,0
476,1,3,5,2,1,1,11,2,0.09090909090909091,1,0,2.378787878787879,3.4782608695652173,0,-4.5,0,0.0,0,0,0,-5,-2,1
477,-2,3,5,3,1,0,11,3,0.13636363636363635,1,0,2.123456790123457,2.9771689497716896,1,-2.6666666666666665,1,5.0,-2,0,0,1,3,0
478,-3,3,6,0,0,0,7,7,0.3181818181818182,0,0,7.0,7.0,0,0.0,0,0.0,0,0,0,0,0,0
479,3,3,6,1,1,0,7,4,0.18181818181818182,1,0,7.866666666666666,7.866666666666666,-3,-3.0,0,0.0,2,-9,0,-4,0,0
480,-2,3,6,2,1,1,7,7,0.3181818181818182,0,0,7.432835820895522,7.661971830985915,3,0.0,0,0.0,2,0,0,5,-5,-3
481,-2,3,6,3,1,0,7,5,0.22727272727272727,1,0,5.641025641025641,6.945454545454545,-2,-0.6666666666666666,-5,0.5,1,1,-2,0,0,0
482,2,3,6,4,1,1,7,3,0.13636363636363635,1,0,3.8904109589041096,6.184300341296928,-2,-1.0,0,0.3333333333333333,1,1,0,1,-2,0
483,-1,3,9,0,0,0,6,6,0.2727272727272727,0,0,6.0,6.0,0,0.0,0,0.0,0,0,0,0,0,0
484,7,3,9,1,1,0,6,5,0.22727272727272727,1,0,8.0,8.0,-1,-1.0,0,0.0,-1,-3,2,-9,-13,-8
485,-2,3,9,2,1,1,6,12,0.5454545454545454,0,0,12.0,9.843971631205674,7,3.0,0,0.0,2,1,5,9,5,2
486,1,3,9,3,1,0,6,10,0.45454545454545453,0,0,11.061728395061728,10.288288288288289,-2,1.3333333333333333,-9,-0.5,0,0,-1,-1,0,5
487,1,3,9,4,1,0,6,11,0.5,0,0,9.885714285714286,10.233463035019454,1,1.25,3,0.6666666666666666,-1,0,-1,-7,0,-3
488,6,3,10,0,0,0,8,8,0.36363636363636365,0,0,8.0,8.0,0,0.0,0,0.0,0,0,0,0,0,0
489,-5,3,10,1,1,0,8,14,0.6363636363636364,0,0,8.549019607843137,8.549019607843137,6,6.0,0,0.0,0,0,0,0,0,0
490,5,3,10,2,1,0,8,9,0.4090909090909091,0,0,13.911111111111111,11.0625,-5,0.5,0,0.0,-3,2,-4,-6,5,1
491,-1,3,10,3,1,1,8,14,0.6363636363636364,0,0,14.933333333333334,12.297872340425531,5,2.0,10,-0.5,9,7,2,2,7,5
492,-1,3,10,4,1,0,8,13,0.5909090909090909,0,0,13.131578947368421,12.474860335195531,-1,1.25,-6,-2.3333333333333335,9,7,-3,7,5,11
493,1,3,10,5,1,0,8,12,0.5454545454545454,0,0,14.333333333333334,12.923728813559322,-1,0.8,0,-1.75,-1,-2,0,0,-3,-7
494,2,3,12,0,0,0,1,1,0.045454545454545456,1,0,1.0,1.0,0,0.0,0,0.0,0,0,0,0,0,0
495,5,3,12,1,1,0,1,3,0.13636363636363635,1,0,2.1466666666666665,2.1466666666666665,2,2.0,0,0.0,-9,0,0,-3,-4,0
496,0,3,12,2,1,1,1,8,0.36363636363636365,0,0,7.447761194029851,4.647887323943662,5,3.5,0,0.0,3,2,0,-5,-3,2
497,-2,3,12,3,1,0,1,8,0.36363636363636365,0,0,7.342105263157895,5.587155963302752,0,2.3333333333333335,-5,-1.0,0,0,3,-5,-3,7
498,7,3,14,0,0,0,13,13,0.5909090909090909,0,0,13.0,13.0,0,0.0,0,0.0,0,0,0,0,0,0
499,-1,3,14,1,1,0,13,20,0.9090909090909091,0,1,18.725,18.725,7,7.0,0,0.0,0,0,0,0,0,0
500,1,3,14,2,1,0,13,19,0.8636363636363636,0,1,20.446428571428573,19.729166666666668,-1,3.0,0,0.0,-14,-8,-13,-3,0,0
501,-3,3,14,3,1,1,13,20,0.9090909090909091,0,1,19.904761904761905,19.782608695652176,1,2.3333333333333335,2,-3.0,10,-14,-3,0,0,0
502,0,3,14,4,1,0,13,17,0.7727272727272727,0,1,18.626666666666665,19.375586854460092,-3,1.0,-4,-3.3333333333333335,2,-1,5,-2,-1,9
503,1,3,15,0,0,0,12,12,0.5454545454545454,0,0,12.0,12.0,0,0.0,0,0.0,0,0,0,0,0,0
504,-3,3,15,1,1,0,12,13,0.5909090909090909,0,0,12.71875,12.71875,1,1.0,0,0.0,0,0,0,0,0,0
505,-1,3,15,2,1,1,12,10,0.45454545454545453,0,0,12.282051282051283,12.47887323943662,-3,-1.0,0,0.0,-5,5,3,2,7,9
506,-2,3,15,3,1,0,12,9,0.4090909090909091,0,0,9.987341772151899,11.588235294117647,-1,-1.0,2,-1.0,0,0,1,0,7,-1
507,0,3,15,4,1,1,12,7,0.3181818181818182,0,0,7.661971830985915,10.633561643835616,-2,-1.25,-1,-1.0,0,-2,1,2,0,-2
508,-3,3,18,0,0,0,15,15,0.6818181818181818,0,0,15.0,15.0,0,0.0,0,0.0,0,0,0,0,0,0
509,5,3,18,1,1,0,15,12,0.5454545454545454,0,0,15.191011235955056,15.191011235955056,-3,-3.0,0,0.0,5,-6,6,1,-1,-6
510,-7,3,18,2,1,1,15,17,0.7727272727272727,0,1,17.823529411764707,16.15,5,1.0,0,0.0,7,2,-5,11,2,1
511,1,3,18,3,1,0,15,10,0.45454545454545453,0,0,14.351648351648352,15.441558441558442,-7,-1.6666666666666667,-12,-2.0,0,-1,0,-2,-1,-1
512,-13,3,19,0,0,0,20,20,0.9090909090909091,0,1,20.0,20.0,0,0.0,0,0.0,0,0,0,0,0,0
513,10,3,19,1,1,0,20,7,0.3181818181818182,0,0,14.210526315789474,14.210526315789474,-13,-13.0,0,0.0,-9,-1,-1,-8,0,1
514,2,3,19,2,1,0,20,17,0.7727272727272727,0,1,14.911764705882353,14.427272727272728,10,-1.5,0,0.0,-5,-8,-6,-14,-3,-1
515,-1,3,19,3,1,1,20,19,0.8636363636363636,0,1,18.724137931034484,15.323741007194245,2,-0.3333333333333333,-8,7.5,-14,-3,-8,1,0,0
516,0,3,19,4,1,0,20,18,0.8181818181818182,0,1,18.2,15.902298850574713,-1,-0.5,-3,4.0,2,11,5,1,2,0
517,0,3,19,5,1,0,20,18,0.8181818181818182,0,1,18.65573770491803,16.617021276595743,0,-0.4,1,3.25,-1,-2,-3,-3,9,0
518,0,3,19,6,1,1,20,18,0.8181818181818182,0,1,18.9,17.017543859649123,0,-0.3333333333333333,0,2.6,-3,-1,-2,0,0,0
519,5,3,20,0,0,0,9,9,0.4090909090909091,0,0,9.0,9.0,0,0.0,0,0.0,0,0,0,0,0,0
520,-5,3,20,1,1,0,9,14,0.6363636363636364,0,0,13.430769230769231,13.430769230769231,5,5.0,0,0.0,1,0,0,0,0,0
521,0,3,20,2,1,1,9,9,0.4090909090909091,0,0,11.766233766233766,12.528169014084508,-5,0.0,0,0.0,5,3,2,-3,2,7
522,0,3,20,3,1,0,9,9,0.4090909090909091,0,0,8.987179487179487,11.272727272727273,0,0.0,5,-2.5,0,0,0,-3,7,-1
523,0,3,20,4,1,1,9,9,0.4090909090909091,0,0,8.929577464788732,10.70103092783505,0,0.0,0,-1.6666666666666667,1,-1,0,-1,-7,1
524,-10,3,21,0,0,0,18,18,0.8181818181818182,0,1,18.0,18.0,0,0.0,0,0.0,0,0,0,0,0,0
525,-5,3,21,1,1,0,18,8,0.36363636363636365,0,0,12.492753623188406,12.492753623188406,-10,-10.0,0,0.0,0,0,0,0,0,0
526,1,3,21,2,1,1,18,3,0.13636363636363635,1,0,5.159420289855072,8.826086956521738,-5,-7.5,0,0.0,0,0,0,-2,1,1
527,-2,3,21,3,1,0,18,4,0.18181818181818182,1,0,3.5375,6.885321100917431,1,-4.666666666666667,6,5.5,0,-2,0,3,0,0
528,1,3,22,0,0,0,4,4,0.18181818181818182,1,0,4.0,4.0,0,0.0,0,0.0,0,0,0,0,0,0
529,0,3,22,1,1,0,4,5,0.22727272727272727,1,0,4.538461538461538,4.538461538461538,1,1.0,0,0.0,0,0,0,0,0,0
530,1,3,22,2,1,1,4,5,0.22727272727272727,1,0,5.103896103896104,4.845070422535211,0,0.5,0,0.0,0,-2,-5,2,3,5
531,2,3,22,3,1,0,4,6,0.2727272727272727,0,0,5.594936708860759,5.113122171945701,1,0.6666666666666666,1,0.0,-2,1,1,0,0,-1
532,0,3,22,4,1,1,4,8,0.36363636363636365,0,0,6.253521126760563,5.390410958904109,2,1.0,1,0.3333333333333333,-2,0,-2,0,-2,-7
533,-8,3,23,0,0,0,17,17,0.7727272727272727,0,1,17.0,17.0,0,0.0,0,0.0,0,0,0,0,0,0
534,7,3,23,1,1,0,17,9,0.4090909090909091,0,0,16.546666666666667,16.546666666666667,-8,-8.0,0,0.0,0,0,0,0,1,0
535,-3,3,23,2,1,1,17,16,0.7272727272727273,0,0,15.876923076923077,16.235714285714284,7,-0.5,0,0.0,2,-5,-1,5,11,2
536,1,3,23,3,1,0,17,13,0.5909090909090909,0,0,13.794871794871796,15.362385321100918,-3,-1.3333333333333333,-10,2.5,9,7,-3,5,-1,2
537,-6,3,26,0,0,0,14,14,0.6363636363636364,0,0,14.0,14.0,0,0.0,0,0.0,0,0,0,0,0,0
538,1,3,26,1,1,0,14,8,0.36363636363636365,0,0,9.17142857142857,9.17142857142857,-6,-6.0,0,0.0,-10,0,0,0,0,0
539,2,3,26,2,1,1,14,9,0.4090909090909091,0,0,10.149253731343284,9.64963503649635,1,-2.5,0,0.0,2,-3,1,5,1,-1
540,9,3,26,3,1,1,14,11,0.5,0,0,9.0,9.631205673758865,2,-1.0,1,4.0,1,5,2,7,9,5
541,0,3,26,4,1,0,14,20,0.9090909090909091,0,1,19.347826086956523,12.823809523809524,9,1.5,7,5.0,-1,1,2,0,0,0
542,0,3,26,5,1,1,14,20,0.9090909090909091,0,1,20.0,14.47985347985348,0,1.2,-9,1.5,0,-3,-1,0,0,0
543,-1,3,27,0,0,0,5,5,0.22727272727272727,1,0,5.0,5.0,0,0.0,0,0.0,0,0,0,0,0,0
544,9,3,27,1,1,0,5,4,0.18181818181818182,1,0,6.671052631578948,6.671052631578948,-1,-1.0,0,0.0,-3,2,-1,-1,-9,-13
545,-1,3,27,2,1,1,5,13,0.5909090909090909,0,0,13.23076923076923,9.695035460992909,9,4.0,0,0.0,7,2,1,5,2,7
546,-2,3,27,3,1,0,5,12,0.5454545454545454,0,0,12.064102564102564,10.538812785388128,-1,2.3333333333333335,-10,0.0,7,-3,-5,-3,5,-1
547,0,3,27,4,1,1,5,10,0.45454545454545453,0,0,10.753424657534246,10.592465753424657,-2,1.25,-1,-0.3333333333333333,0,2,-2,-7,1,-1
548,1,3,28,0,0,0,3,3,0.13636363636363635,1,0,3.0,3.0,0,0.0,0,0.0,0,0,0,0,0,0
549,2,3,28,1,1,0,3,4,0.18181818181818182,1,0,3.4571428571428573,3.4571428571428573,1,1.0,0,0.0,0,0,0,0,0,-10
550,1,3,28,2,1,1,3,6,0.2727272727272727,0,0,5.666666666666667,4.577464788732394,2,1.5,0,0.0,0,0,-2,3,5,-5
551,0,3,28,3,1,0,3,7,0.3181818181818182,0,0,7.453333333333333,5.571428571428571,1,1.3333333333333333,-1,0.0,0,3,-5,5,-5,-3
552,6,3,28,4,1,0,3,7,0.3181818181818182,0,0,7.0,5.577981651376147,0,1.0,-1,-0.3333333333333333,0,3,1,0,-5,-3
553,3,3,28,5,1,0,3,13,0.5909090909090909,0,0,12.714285714285714,6.887640449438202,6,2.0,6,1.25,-3,-7,-1,1,-1,-2
554,0,3,28,6,1,0,3,16,0.7272727272727273,0,0,14.88888888888889,7.148550724637682,3,2.1666666666666665,-3,0.4,-2,-1,-3,-1,-3,0
555,3,3,28,7,1,1,3,16,0.7272727272727273,0,0,16.0,7.243727598566308,0,1.8571428571428572,-3,-0.16666666666666666,-2,-3,-1,-1,-3,0
556,-4,3,30,0,0,0,10,10,0.45454545454545453,0,0,10.0,10.0,0,0.0,0,0.0,0,0,0,0,0,0
557,-2,3,30,1,1,0,10,6,0.2727272727272727,0,0,9.619718309859154,9.619718309859154,-4,-4.0,0,0.0,0,1,0,-10,-6,0
558,-2,3,30,2,1,1,10,4,0.18181818181818182,1,0,5.880597014925373,7.804347826086956,-2,-3.0,0,0.0,-5,0,0,1,1,-3
559,1,3,30,3,1,0,10,2,0.09090909090909091,1,0,3.2857142857142856,6.094594594594595,-2,-2.6666666666666665,0,1.0,0,0,0,1,-2,1
560,-14,3,59,0,0,0,21,21,0.9545454545454546,0,1,21.0,21.0,0,0.0,0,0.0,0,0,0,0,0,0
561,11,3,59,1,1,0,21,7,0.3181818181818182,0,0,17.875,17.875,-14,-14.0,0,0.0,-1,1,1,-10,0,6
562,-2,3,59,2,1,1,21,18,0.8181818181818182,0,1,17.283333333333335,17.62142857142857,11,-1.5,0,0.0,5,7,2,2,1,0
563,-1,3,59,3,1,0,21,16,0.7272727272727273,0,0,16.44776119402985,17.241545893719806,-2,-1.6666666666666667,-13,6.0,-1,5,7,2,1,-1
564,0,3,59,4,1,1,21,15,0.6818181818181818,0,0,16.0875,16.9198606271777,-1,-1.5,1,4.333333333333333,-3,-1,1,2,-3,0
565,0,3,59,5,1,1,21,15,0.6818181818181818,0,0,15.0,16.913194444444443,0,-1.2,1,3.5,-3,-1,1,2,-3,0
566,5,3,88,0,0,0,16,16,0.7272727272727273,0,0,16.0,16.0,0,0.0,0,0.0,0,0,0,0,0,0
567,0,3,88,1,1,0,16,21,0.9545454545454546,0,1,20.4375,20.4375,5,5.0,0,0.0,7,-8,-6,0,0,0
568,0,3,88,2,1,0,16,21,0.9545454545454546,0,1,21.0,20.526315789473685,0,2.5,0,0.0,-3,7,-14,0,0,0
569,0,3,88,3,1,0,16,21,0.9545454545454546,0,1,21.0,20.53125,0,1.6666666666666667,0,-2.5,-3,-1,-14,0,0,0
570,-6,3,98,0,0,0,19,19,0.8636363636363636,0,1,19.0,19.0,0,0.0,0,0.0,0,0,0,0,0,0
571,2,3,98,1,1,0,19,13,0.5909090909090909,0,0,16.929577464788732,16.929577464788732,-6,-6.0,0,0.0,0,0,0,0,0,1
572,-1,3,98,2,1,1,19,15,0.6818181818181818,0,0,14.797101449275363,15.878571428571428,2,-2.0,0,0.0,-5,-1,-1,7,5,11
